case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-00508;Sobradinho;0.70;1;1;0;2;1
CASE-00509;Guará;0.90;1;0;0;1;0
CASE-00510;Gama;0.76;0;0;0;0;0
CASE-00511;Gama;0.76;1;1;1;3;1
CASE-00512;Sobradinho;0.70;0;0;0;0;0
CASE-00513;Samambaia;0.62;0;1;0;1;0
CASE-00514;Samambaia;0.62;0;1;1;2;1
CASE-00515;Taguatinga;0.84;0;0;1;1;0
CASE-00516;Gama;0.76;0;0;0;0;0
CASE-00517;Plano Piloto;0.97;0;0;0;0;0
CASE-00518;Samambaia;0.62;1;0;0;1;0
CASE-00519;Sobradinho;0.70;0;1;0;1;0
CASE-00520;Gama;0.76;0;0;0;0;0
CASE-00521;Ceilândia;0.55;0;1;0;1;1
CASE-00522;Samambaia;0.62;1;1;0;2;1
CASE-00523;Ceilândia;0.55;1;1;0;2;1
CASE-00524;Ceilândia;0.55;0;0;0;0;0
CASE-00525;Gama;0.76;1;1;0;2;1
CASE-00526;Plano Piloto;0.97;0;0;1;1;0
CASE-00527;Guará;0.90;0;1;0;1;0
CASE-00528;Sobradinho;0.70;0;1;0;1;0
CASE-00529;Taguatinga;0.84;0;0;0;0;0
CASE-00530;Samambaia;0.62;0;0;0;0;0
CASE-00531;Sobradinho;0.70;0;0;0;0;0
CASE-00532;Taguatinga;0.84;0;0;0;0;0
CASE-00533;Ceilândia;0.55;0;1;1;2;0
CASE-00534;Taguatinga;0.84;0;1;0;1;0
CASE-00535;Ceilândia;0.55;1;0;0;1;0
CASE-00536;Águas Claras;0.94;0;0;0;0;1
CASE-00537;Guará;0.90;0;0;0;0;0
CASE-00538;Sobradinho;0.70;0;1;1;2;0
CASE-00539;Sobradinho;0.70;1;1;0;2;0
CASE-00540;Sobradinho;0.70;0;0;0;0;0
CASE-00541;Samambaia;0.62;0;1;0;1;0
CASE-00542;Plano Piloto;0.97;1;0;0;1;0
CASE-00543;Ceilândia;0.55;1;1;0;2;0
CASE-00544;Ceilândia;0.55;0;0;0;0;0
CASE-00545;Guará;0.90;0;1;0;1;0
CASE-00546;Guará;0.90;0;0;0;0;0
CASE-00547;Plano Piloto;0.97;1;0;0;1;0
CASE-00548;Gama;0.76;0;0;0;0;1
CASE-00549;Taguatinga;0.84;0;1;0;1;0
CASE-00550;Plano Piloto;0.97;0;0;0;0;0
CASE-00551;Águas Claras;0.94;0;0;1;1;0
CASE-00552;Sobradinho;0.70;0;0;0;0;0
CASE-00553;Plano Piloto;0.97;0;0;0;0;0
CASE-00554;Plano Piloto;0.97;0;0;0;0;0
CASE-00555;Águas Claras;0.94;0;0;0;0;0
CASE-00556;Plano Piloto;0.97;0;0;0;0;0
CASE-00557;Taguatinga;0.84;0;0;0;0;0
CASE-00558;Guará;0.90;0;0;0;0;0
CASE-00559;Plano Piloto;0.97;0;0;0;0;0
CASE-00560;Águas Claras;0.94;0;0;0;0;0
CASE-00561;Ceilândia;0.55;0;1;0;1;0
CASE-00562;Ceilândia;0.55;1;1;1;3;1
CASE-00563;Guará;0.90;1;0;0;1;0
CASE-00564;Águas Claras;0.94;0;0;0;0;0
CASE-00565;Taguatinga;0.84;0;0;0;0;0
CASE-00566;Sobradinho;0.70;0;1;0;1;0
CASE-00567;Ceilândia;0.55;0;0;0;0;0
CASE-00568;Gama;0.76;0;0;0;0;0
CASE-00569;Plano Piloto;0.97;0;0;1;1;0
CASE-00570;Sobradinho;0.70;1;1;1;3;1
CASE-00571;Águas Claras;0.94;1;1;1;3;1
CASE-00572;Águas Claras;0.94;1;0;0;1;0
CASE-00573;Guará;0.90;1;0;0;1;0
CASE-00574;Guará;0.90;1;1;1;3;1
CASE-00575;Águas Claras;0.94;0;0;0;0;0
CASE-00576;Plano Piloto;0.97;0;0;0;0;0
CASE-00577;Sobradinho;0.70;0;0;0;0;0
CASE-00578;Ceilândia;0.55;0;1;0;1;0
CASE-00579;Plano Piloto;0.97;0;1;0;1;0
CASE-00580;Plano Piloto;0.97;0;0;0;0;0
CASE-00581;Águas Claras;0.94;0;0;0;0;0
CASE-00582;Águas Claras;0.94;0;0;0;0;0
CASE-00583;Taguatinga;0.84;1;0;1;2;0
CASE-00584;Gama;0.76;0;0;1;1;0
CASE-00585;Guará;0.90;0;0;0;0;0
CASE-00586;Gama;0.76;0;1;1;2;1
CASE-00587;Guará;0.90;0;0;0;0;0
CASE-00588;Ceilândia;0.55;0;0;0;0;0
CASE-00589;Samambaia;0.62;0;1;0;1;0
CASE-00590;Samambaia;0.62;1;1;1;3;1
CASE-00591;Sobradinho;0.70;0;0;0;0;0
CASE-00592;Guará;0.90;0;0;0;0;0
CASE-00593;Gama;0.76;0;1;0;1;1
CASE-00594;Ceilândia;0.55;0;0;1;1;0
CASE-00595;Plano Piloto;0.97;0;0;1;1;0
CASE-00596;Plano Piloto;0.97;0;0;0;0;0
CASE-00597;Sobradinho;0.70;0;0;0;0;0
CASE-00598;Plano Piloto;0.97;0;0;0;0;0
CASE-00599;Ceilândia;0.55;0;1;1;2;0
CASE-00600;Gama;0.76;0;0;0;0;0
CASE-00601;Samambaia;0.62;0;0;0;0;0
CASE-00602;Guará;0.90;0;0;0;0;0
CASE-00603;Samambaia;0.62;0;1;0;1;0
CASE-00604;Plano Piloto;0.97;0;0;0;0;0
CASE-00605;Plano Piloto;0.97;0;0;1;1;0
CASE-00606;Águas Claras;0.94;0;0;0;0;0
CASE-00607;Samambaia;0.62;1;0;1;2;1
CASE-00608;Sobradinho;0.70;0;1;0;1;0
CASE-00609;Sobradinho;0.70;0;0;0;0;0
CASE-00610;Samambaia;0.62;0;0;0;0;0
CASE-00611;Águas Claras;0.94;0;0;0;0;0
CASE-00612;Samambaia;0.62;0;0;0;0;0
CASE-00613;Gama;0.76;0;0;0;0;0
CASE-00614;Águas Claras;0.94;0;0;0;0;0
CASE-00615;Taguatinga;0.84;0;0;1;1;0
CASE-00616;Plano Piloto;0.97;0;0;0;0;0
CASE-00617;Sobradinho;0.70;0;0;0;0;0
CASE-00618;Guará;0.90;1;1;1;3;1
CASE-00619;Gama;0.76;0;1;0;1;0
CASE-00620;Taguatinga;0.84;0;0;0;0;0
CASE-00621;Gama;0.76;0;0;0;0;0
CASE-00622;Samambaia;0.62;0;0;0;0;0
CASE-00623;Sobradinho;0.70;1;0;0;1;0
CASE-00624;Gama;0.76;0;0;0;0;0
CASE-00625;Águas Claras;0.94;0;0;0;0;0
CASE-00626;Gama;0.76;0;1;0;1;1
CASE-00627;Samambaia;0.62;1;1;0;2;0
CASE-00628;Taguatinga;0.84;0;0;0;0;0
CASE-00629;Samambaia;0.62;0;0;0;0;0
CASE-00630;Ceilândia;0.55;0;1;0;1;0
CASE-00631;Samambaia;0.62;0;1;1;2;0
CASE-00632;Sobradinho;0.70;1;0;0;1;0
CASE-00633;Sobradinho;0.70;0;0;0;0;0
CASE-00634;Taguatinga;0.84;1;0;0;1;0
CASE-00635;Águas Claras;0.94;1;0;0;1;0
CASE-00636;Águas Claras;0.94;1;0;0;1;0
CASE-00637;Plano Piloto;0.97;0;0;0;0;0
CASE-00638;Ceilândia;0.55;0;0;1;1;0
CASE-00639;Gama;0.76;1;0;0;1;0
CASE-00640;Samambaia;0.62;1;1;1;3;1
CASE-00641;Taguatinga;0.84;0;0;0;0;0
CASE-00642;Guará;0.90;1;0;0;1;0
CASE-00643;Gama;0.76;0;1;0;1;0
CASE-00644;Guará;0.90;1;0;0;1;0
CASE-00645;Plano Piloto;0.97;0;0;0;0;0
CASE-00646;Sobradinho;0.70;0;0;0;0;0
CASE-00647;Ceilândia;0.55;0;1;1;2;0
CASE-00648;Guará;0.90;0;1;0;1;0
CASE-00649;Plano Piloto;0.97;0;0;0;0;0
CASE-00650;Ceilândia;0.55;0;1;1;2;1
CASE-00651;Ceilândia;0.55;0;0;0;0;0
CASE-00652;Sobradinho;0.70;0;1;1;2;1
CASE-00653;Guará;0.90;0;0;0;0;0
CASE-00654;Taguatinga;0.84;0;0;0;0;0
CASE-00655;Plano Piloto;0.97;0;0;0;0;0
CASE-00656;Samambaia;0.62;0;1;1;2;1
CASE-00657;Sobradinho;0.70;0;0;0;0;0
CASE-00658;Águas Claras;0.94;0;0;0;0;0
CASE-00659;Samambaia;0.62;0;1;0;1;0
CASE-00660;Taguatinga;0.84;0;1;1;2;0
CASE-00661;Taguatinga;0.84;1;1;0;2;1
CASE-00662;Sobradinho;0.70;0;0;0;0;0
CASE-00663;Guará;0.90;0;1;0;1;0
CASE-00664;Gama;0.76;0;0;0;0;0
CASE-00665;Águas Claras;0.94;0;0;1;1;1
CASE-00666;Gama;0.76;1;1;0;2;1
CASE-00667;Plano Piloto;0.97;0;0;1;1;0
CASE-00668;Ceilândia;0.55;0;0;1;1;0
CASE-00669;Guará;0.90;1;0;0;1;0
CASE-00670;Sobradinho;0.70;0;0;0;0;0
CASE-00671;Sobradinho;0.70;0;0;0;0;0
CASE-00672;Águas Claras;0.94;1;1;0;2;1
CASE-00673;Taguatinga;0.84;0;0;0;0;0
CASE-00674;Sobradinho;0.70;0;0;0;0;0
CASE-00675;Samambaia;0.62;0;1;0;1;0
CASE-00676;Ceilândia;0.55;0;1;1;2;0
CASE-00677;Águas Claras;0.94;1;0;0;1;0
CASE-00678;Taguatinga;0.84;0;1;1;2;0
CASE-00679;Gama;0.76;0;0;0;0;0
CASE-00680;Ceilândia;0.55;1;1;0;2;1
CASE-00681;Águas Claras;0.94;0;0;0;0;0
CASE-00682;Samambaia;0.62;0;0;0;0;0
CASE-00683;Gama;0.76;0;0;0;0;0
CASE-00684;Plano Piloto;0.97;0;1;0;1;0
CASE-00685;Águas Claras;0.94;1;1;1;3;1
CASE-00686;Sobradinho;0.70;0;0;0;0;0
CASE-00687;Águas Claras;0.94;0;0;0;0;0
CASE-00688;Gama;0.76;0;1;0;1;0
CASE-00689;Gama;0.76;0;0;0;0;0
CASE-00690;Samambaia;0.62;0;0;0;0;0
CASE-00691;Gama;0.76;0;0;0;0;0
CASE-00692;Ceilândia;0.55;1;0;1;2;0
CASE-00693;Águas Claras;0.94;0;0;0;0;0
CASE-00694;Plano Piloto;0.97;1;0;1;2;0
CASE-00695;Águas Claras;0.94;0;0;0;0;0
CASE-00696;Ceilândia;0.55;0;0;0;0;0
CASE-00697;Samambaia;0.62;0;0;1;1;0
CASE-00698;Águas Claras;0.94;0;0;0;0;0
CASE-00699;Taguatinga;0.84;0;0;0;0;0
CASE-00700;Águas Claras;0.94;0;1;0;1;0
CASE-00701;Plano Piloto;0.97;0;0;0;0;0
CASE-00702;Sobradinho;0.70;0;0;0;0;0
CASE-00703;Guará;0.90;0;0;1;1;0
CASE-00704;Samambaia;0.62;0;0;0;0;0
CASE-00705;Gama;0.76;1;0;0;1;0
CASE-00706;Taguatinga;0.84;0;0;0;0;0
CASE-00707;Samambaia;0.62;0;0;1;1;0
CASE-00708;Sobradinho;0.70;0;0;0;0;0
CASE-00709;Sobradinho;0.70;0;0;0;0;0
CASE-00710;Gama;0.76;0;0;0;0;0
CASE-00711;Samambaia;0.62;0;1;0;1;0
CASE-00712;Sobradinho;0.70;1;1;1;3;1
CASE-00713;Taguatinga;0.84;0;1;1;2;0
CASE-00714;Ceilândia;0.55;0;0;0;0;0
CASE-00715;Samambaia;0.62;0;1;1;2;1
CASE-00716;Guará;0.90;0;0;0;0;0
CASE-00717;Gama;0.76;1;0;0;1;0
CASE-00718;Gama;0.76;0;0;0;0;0
CASE-00719;Guará;0.90;0;1;0;1;0
CASE-00720;Plano Piloto;0.97;1;0;1;2;1
CASE-00721;Sobradinho;0.70;0;0;0;0;0
CASE-00722;Taguatinga;0.84;0;1;0;1;0
CASE-00723;Ceilândia;0.55;1;0;0;1;0
CASE-00724;Taguatinga;0.84;0;0;0;0;0
CASE-00725;Taguatinga;0.84;0;0;0;0;0
CASE-00726;Taguatinga;0.84;0;0;1;1;0
CASE-00727;Guará;0.90;0;0;0;0;0
CASE-00728;Samambaia;0.62;0;0;1;1;0
CASE-00729;Sobradinho;0.70;0;0;0;0;0
CASE-00730;Samambaia;0.62;0;0;0;0;0
CASE-00731;Sobradinho;0.70;0;0;1;1;1
CASE-00732;Águas Claras;0.94;0;0;0;0;0
CASE-00733;Taguatinga;0.84;0;0;0;0;0
CASE-00734;Gama;0.76;0;0;1;1;1
CASE-00735;Sobradinho;0.70;0;0;0;0;0
CASE-00736;Águas Claras;0.94;0;0;1;1;1
CASE-00737;Guará;0.90;0;1;1;2;0
CASE-00738;Guará;0.90;1;0;0;1;0
CASE-00739;Guará;0.90;1;0;0;1;0
CASE-00740;Plano Piloto;0.97;0;0;0;0;0
CASE-00741;Plano Piloto;0.97;0;0;0;0;0
CASE-00742;Águas Claras;0.94;0;0;0;0;0
CASE-00743;Samambaia;0.62;0;1;0;1;1
CASE-00744;Taguatinga;0.84;0;0;0;0;0
CASE-00745;Taguatinga;0.84;0;0;0;0;0
CASE-00746;Sobradinho;0.70;0;1;0;1;0
CASE-00747;Gama;0.76;0;1;0;1;0
CASE-00748;Ceilândia;0.55;0;0;0;0;0
CASE-00749;Gama;0.76;1;0;0;1;0
CASE-00750;Taguatinga;0.84;1;0;0;1;0
CASE-00751;Plano Piloto;0.97;0;0;0;0;0
CASE-00752;Gama;0.76;0;0;0;0;0
CASE-00753;Taguatinga;0.84;0;0;0;0;0
CASE-00754;Gama;0.76;0;0;0;0;0
CASE-00755;Águas Claras;0.94;0;1;0;1;0
CASE-00756;Guará;0.90;0;0;0;0;0
CASE-00757;Plano Piloto;0.97;0;0;0;0;0
CASE-00758;Gama;0.76;0;1;1;2;0
CASE-00759;Ceilândia;0.55;1;1;0;2;1
CASE-00760;Gama;0.76;0;1;1;2;0
CASE-00761;Águas Claras;0.94;0;0;0;0;0
CASE-00762;Gama;0.76;0;0;0;0;0
CASE-00763;Sobradinho;0.70;0;1;0;1;0
CASE-00764;Ceilândia;0.55;0;1;0;1;0
CASE-00765;Gama;0.76;1;1;0;2;0
CASE-00766;Samambaia;0.62;0;0;0;0;0
CASE-00767;Taguatinga;0.84;0;0;0;0;0
CASE-00768;Samambaia;0.62;0;0;0;0;0
CASE-00769;Sobradinho;0.70;1;0;0;1;0
CASE-00770;Sobradinho;0.70;0;0;1;1;0
CASE-00771;Águas Claras;0.94;0;1;0;1;0
CASE-00772;Plano Piloto;0.97;0;0;0;0;0
CASE-00773;Ceilândia;0.55;0;0;1;1;0
CASE-00774;Gama;0.76;1;1;0;2;1
CASE-00775;Guará;0.90;0;0;1;1;1
CASE-00776;Guará;0.90;0;0;0;0;0
CASE-00777;Ceilândia;0.55;0;0;1;1;0
CASE-00778;Sobradinho;0.70;0;0;0;0;0
CASE-00779;Ceilândia;0.55;0;1;0;1;0
CASE-00780;Ceilândia;0.55;0;0;1;1;0
CASE-00781;Taguatinga;0.84;0;1;0;1;0
CASE-00782;Gama;0.76;0;0;1;1;0
CASE-00783;Taguatinga;0.84;0;0;0;0;0
CASE-00784;Ceilândia;0.55;0;0;0;0;0
CASE-00785;Taguatinga;0.84;0;0;0;0;1
CASE-00786;Guará;0.90;0;0;0;0;0
CASE-00787;Gama;0.76;1;0;0;1;0
CASE-00788;Gama;0.76;1;0;0;1;0
CASE-00789;Plano Piloto;0.97;0;1;0;1;0
CASE-00790;Sobradinho;0.70;0;0;0;0;0
CASE-00791;Sobradinho;0.70;0;1;0;1;0
CASE-00792;Gama;0.76;0;0;0;0;0
CASE-00793;Guará;0.90;0;1;1;2;0
CASE-00794;Sobradinho;0.70;0;0;1;1;0
CASE-00795;Sobradinho;0.70;0;0;0;0;0
CASE-00796;Sobradinho;0.70;1;0;1;2;0
CASE-00797;Sobradinho;0.70;0;0;1;1;0
CASE-00798;Taguatinga;0.84;1;1;0;2;1
CASE-00799;Plano Piloto;0.97;0;0;0;0;0
CASE-00800;Plano Piloto;0.97;1;1;0;2;1
CASE-00801;Samambaia;0.62;0;1;0;1;1
CASE-00802;Taguatinga;0.84;0;0;0;0;0
CASE-00803;Guará;0.90;1;0;0;1;0
CASE-00804;Plano Piloto;0.97;0;1;0;1;1
CASE-00805;Sobradinho;0.70;0;0;1;1;1
CASE-00806;Taguatinga;0.84;0;0;0;0;0
CASE-00807;Ceilândia;0.55;0;0;0;0;0
CASE-00808;Samambaia;0.62;0;1;0;1;0
CASE-00809;Guará;0.90;1;0;0;1;0
CASE-00810;Taguatinga;0.84;0;1;0;1;0
CASE-00811;Plano Piloto;0.97;0;0;0;0;0
CASE-00812;Águas Claras;0.94;0;0;0;0;0
CASE-00813;Águas Claras;0.94;1;1;1;3;1
CASE-00814;Taguatinga;0.84;1;0;1;2;1
CASE-00815;Águas Claras;0.94;1;0;0;1;0
CASE-00816;Taguatinga;0.84;0;1;0;1;0
CASE-00817;Samambaia;0.62;0;1;1;2;0
CASE-00818;Taguatinga;0.84;0;1;0;1;0
CASE-00819;Sobradinho;0.70;0;0;0;0;0
CASE-00820;Taguatinga;0.84;0;0;1;1;0
CASE-00821;Taguatinga;0.84;1;1;0;2;0
CASE-00822;Ceilândia;0.55;0;0;0;0;0
CASE-00823;Ceilândia;0.55;0;0;0;0;0
CASE-00824;Guará;0.90;0;0;0;0;0
CASE-00825;Guará;0.90;0;1;0;1;0
CASE-00826;Ceilândia;0.55;0;1;0;1;0
CASE-00827;Taguatinga;0.84;0;1;0;1;0
CASE-00828;Samambaia;0.62;1;1;1;3;1
CASE-00829;Samambaia;0.62;1;0;0;1;0
CASE-00830;Ceilândia;0.55;0;1;0;1;0
CASE-00831;Gama;0.76;0;0;0;0;0
CASE-00832;Ceilândia;0.55;0;0;1;1;0
CASE-00833;Guará;0.90;0;1;0;1;0
CASE-00834;Guará;0.90;0;0;0;0;0
CASE-00835;Gama;0.76;1;1;0;2;1
CASE-00836;Águas Claras;0.94;0;0;0;0;0
CASE-00837;Samambaia;0.62;1;1;0;2;1
CASE-00838;Gama;0.76;0;0;0;0;0
CASE-00839;Sobradinho;0.70;0;0;0;0;0
CASE-00840;Ceilândia;0.55;1;0;1;2;1
CASE-00841;Taguatinga;0.84;1;1;0;2;0
CASE-00842;Ceilândia;0.55;0;0;0;0;0
CASE-00843;Sobradinho;0.70;0;1;0;1;1
CASE-00844;Samambaia;0.62;0;0;0;0;0
CASE-00845;Sobradinho;0.70;0;0;0;0;0
CASE-00846;Samambaia;0.62;0;1;0;1;0
CASE-00847;Samambaia;0.62;1;1;0;2;1
CASE-00848;Samambaia;0.62;0;0;1;1;0
CASE-00849;Plano Piloto;0.97;0;0;0;0;0
CASE-00850;Samambaia;0.62;1;1;0;2;0
CASE-00851;Gama;0.76;0;1;1;2;1
CASE-00852;Samambaia;0.62;0;0;1;1;1
CASE-00853;Plano Piloto;0.97;0;1;0;1;0
CASE-00854;Gama;0.76;1;0;1;2;0
CASE-00855;Ceilândia;0.55;0;1;0;1;0
CASE-00856;Guará;0.90;0;0;0;0;0
CASE-00857;Gama;0.76;0;0;0;0;0
CASE-00858;Sobradinho;0.70;0;0;1;1;0
CASE-00859;Ceilândia;0.55;1;0;0;1;0
CASE-00860;Taguatinga;0.84;0;0;0;0;0
CASE-00861;Guará;0.90;0;0;1;1;0
CASE-00862;Plano Piloto;0.97;0;0;0;0;0
CASE-00863;Guará;0.90;0;1;0;1;0
CASE-00864;Sobradinho;0.70;0;0;0;0;0
CASE-00865;Gama;0.76;0;0;1;1;1
CASE-00866;Samambaia;0.62;0;1;0;1;0
CASE-00867;Taguatinga;0.84;1;0;0;1;0
CASE-00868;Sobradinho;0.70;0;0;0;0;0
CASE-00869;Ceilândia;0.55;0;0;0;0;0
CASE-00870;Gama;0.76;0;0;1;1;1
CASE-00871;Águas Claras;0.94;0;0;0;0;0
CASE-00872;Samambaia;0.62;1;1;1;3;1
CASE-00873;Águas Claras;0.94;0;0;0;0;0
CASE-00874;Águas Claras;0.94;1;0;1;2;1
CASE-00875;Plano Piloto;0.97;0;0;0;0;0
CASE-00876;Guará;0.90;0;1;0;1;0
CASE-00877;Gama;0.76;0;1;0;1;0
CASE-00878;Ceilândia;0.55;0;0;0;0;0
CASE-00879;Samambaia;0.62;1;0;0;1;0
CASE-00880;Guará;0.90;0;0;0;0;0
CASE-00881;Gama;0.76;0;0;0;0;0
CASE-00882;Taguatinga;0.84;0;1;0;1;0
CASE-00883;Guará;0.90;0;0;0;0;0
CASE-00884;Plano Piloto;0.97;0;0;0;0;0
CASE-00885;Gama;0.76;0;0;0;0;0
CASE-00886;Sobradinho;0.70;0;0;0;0;0
CASE-00887;Guará;0.90;0;0;0;0;0
CASE-00888;Ceilândia;0.55;0;0;0;0;0
CASE-00889;Taguatinga;0.84;0;0;0;0;0
CASE-00890;Guará;0.90;0;0;0;0;0
CASE-00891;Samambaia;0.62;0;1;1;2;0
CASE-00892;Sobradinho;0.70;0;0;0;0;0
CASE-00893;Águas Claras;0.94;0;1;0;1;0
CASE-00894;Taguatinga;0.84;1;0;1;2;1
CASE-00895;Gama;0.76;0;1;0;1;0
CASE-00896;Guará;0.90;1;1;0;2;1
CASE-00897;Taguatinga;0.84;0;0;0;0;0
CASE-00898;Sobradinho;0.70;0;0;0;0;0
CASE-00899;Plano Piloto;0.97;0;1;0;1;0
CASE-00900;Guará;0.90;1;1;0;2;0
CASE-00901;Ceilândia;0.55;1;1;1;3;1
CASE-00902;Ceilândia;0.55;0;1;0;1;0
CASE-00903;Samambaia;0.62;0;1;0;1;0
CASE-00904;Samambaia;0.62;1;0;0;1;0
CASE-00905;Taguatinga;0.84;0;0;0;0;0
CASE-00906;Gama;0.76;0;0;0;0;0
CASE-00907;Gama;0.76;0;1;0;1;0
CASE-00908;Águas Claras;0.94;0;0;0;0;0
CASE-00909;Guará;0.90;0;0;0;0;0
CASE-00910;Gama;0.76;0;0;0;0;0
CASE-00911;Taguatinga;0.84;0;1;0;1;0
CASE-00912;Gama;0.76;0;1;1;2;0
CASE-00913;Plano Piloto;0.97;1;0;0;1;1
CASE-00914;Águas Claras;0.94;0;0;0;0;0
CASE-00915;Taguatinga;0.84;0;0;0;0;0
CASE-00916;Taguatinga;0.84;0;1;0;1;0
CASE-00917;Plano Piloto;0.97;0;0;0;0;0
CASE-00918;Ceilândia;0.55;0;0;0;0;0
CASE-00919;Gama;0.76;1;0;1;2;0
CASE-00920;Ceilândia;0.55;1;0;0;1;0
CASE-00921;Plano Piloto;0.97;0;0;0;0;0
CASE-00922;Taguatinga;0.84;0;1;0;1;0
CASE-00923;Taguatinga;0.84;1;0;0;1;0
CASE-00924;Samambaia;0.62;0;1;0;1;1
CASE-00925;Águas Claras;0.94;0;0;0;0;0
CASE-00926;Águas Claras;0.94;0;0;1;1;0
CASE-00927;Sobradinho;0.70;0;1;0;1;0
CASE-00928;Gama;0.76;1;1;0;2;0
CASE-00929;Sobradinho;0.70;0;1;0;1;0
CASE-00930;Samambaia;0.62;0;0;0;0;0
CASE-00931;Ceilândia;0.55;1;0;1;2;1
CASE-00932;Samambaia;0.62;0;1;1;2;0
CASE-00933;Plano Piloto;0.97;0;0;0;0;0
CASE-00934;Guará;0.90;1;0;0;1;0
CASE-00935;Ceilândia;0.55;0;1;1;2;0
CASE-00936;Ceilândia;0.55;0;1;0;1;0
CASE-00937;Sobradinho;0.70;0;0;1;1;0
CASE-00938;Ceilândia;0.55;0;0;0;0;0
CASE-00939;Sobradinho;0.70;0;0;0;0;0
CASE-00940;Águas Claras;0.94;0;1;0;1;0
CASE-00941;Plano Piloto;0.97;0;0;0;0;0
CASE-00942;Gama;0.76;1;0;1;2;1
CASE-00943;Samambaia;0.62;0;0;0;0;0
CASE-00944;Gama;0.76;0;1;0;1;0
CASE-00945;Samambaia;0.62;0;0;0;0;0
CASE-00946;Guará;0.90;0;1;0;1;1
CASE-00947;Gama;0.76;0;1;1;2;1
CASE-00948;Águas Claras;0.94;0;0;0;0;0
CASE-00949;Sobradinho;0.70;0;0;0;0;0
CASE-00950;Taguatinga;0.84;0;0;0;0;0
CASE-00951;Taguatinga;0.84;0;0;1;1;1
CASE-00952;Sobradinho;0.70;0;1;0;1;0
CASE-00953;Guará;0.90;1;1;1;3;1
CASE-00954;Samambaia;0.62;0;0;0;0;0
CASE-00955;Sobradinho;0.70;1;1;1;3;0
CASE-00956;Plano Piloto;0.97;0;0;1;1;0
CASE-00957;Samambaia;0.62;0;0;0;0;0
CASE-00958;Ceilândia;0.55;0;0;0;0;0
CASE-00959;Plano Piloto;0.97;0;0;0;0;0
CASE-00960;Guará;0.90;0;1;0;1;0
CASE-00961;Taguatinga;0.84;1;0;0;1;0
CASE-00962;Sobradinho;0.70;0;0;0;0;0
CASE-00963;Guará;0.90;1;1;0;2;1
CASE-00964;Gama;0.76;1;1;1;3;1
CASE-00965;Plano Piloto;0.97;0;0;0;0;0
CASE-00966;Taguatinga;0.84;0;1;0;1;1
CASE-00967;Gama;0.76;0;1;0;1;0
CASE-00968;Samambaia;0.62;0;0;0;0;0
CASE-00969;Águas Claras;0.94;0;1;0;1;0
CASE-00970;Águas Claras;0.94;0;0;1;1;0
CASE-00971;Plano Piloto;0.97;0;1;0;1;0
CASE-00972;Taguatinga;0.84;0;0;0;0;0
CASE-00973;Samambaia;0.62;0;1;0;1;0
CASE-00974;Taguatinga;0.84;0;1;0;1;0
CASE-00975;Guará;0.90;1;0;0;1;0
CASE-00976;Sobradinho;0.70;0;0;0;0;0
CASE-00977;Samambaia;0.62;0;0;0;0;0
CASE-00978;Sobradinho;0.70;0;1;0;1;0
CASE-00979;Guará;0.90;0;0;0;0;0
CASE-00980;Taguatinga;0.84;0;0;0;0;0
CASE-00981;Ceilândia;0.55;0;0;0;0;0
CASE-00982;Taguatinga;0.84;1;1;0;2;0
CASE-00983;Sobradinho;0.70;1;1;1;3;1
CASE-00984;Plano Piloto;0.97;0;1;0;1;0
CASE-00985;Águas Claras;0.94;1;0;0;1;0
CASE-00986;Águas Claras;0.94;1;0;1;2;1
CASE-00987;Taguatinga;0.84;0;1;0;1;1
CASE-00988;Ceilândia;0.55;0;0;0;0;0
CASE-00989;Gama;0.76;1;0;0;1;0
CASE-00990;Gama;0.76;0;0;0;0;0
CASE-00991;Plano Piloto;0.97;0;0;1;1;0
CASE-00992;Guará;0.90;0;0;1;1;0
CASE-00993;Ceilândia;0.55;1;0;0;1;0
CASE-00994;Plano Piloto;0.97;0;0;0;0;0
CASE-00995;Gama;0.76;0;0;1;1;0
CASE-00996;Plano Piloto;0.97;0;0;0;0;0
CASE-00997;Águas Claras;0.94;1;0;0;1;0
CASE-00998;Ceilândia;0.55;0;1;0;1;0
CASE-00999;Águas Claras;0.94;0;1;0;1;0
CASE-01000;Sobradinho;0.70;1;1;0;2;1
CASE-01001;Ceilândia;0.55;1;0;1;2;0
CASE-01002;Taguatinga;0.84;1;1;1;3;1
CASE-01003;Sobradinho;0.70;0;1;0;1;0
CASE-01004;Águas Claras;0.94;0;0;1;1;0
CASE-01005;Guará;0.90;0;0;0;0;0
CASE-01006;Ceilândia;0.55;0;0;0;0;0
CASE-01007;Guará;0.90;0;0;0;0;0
CASE-01008;Gama;0.76;1;1;1;3;1
CASE-01009;Guará;0.90;1;0;0;1;0
CASE-01010;Taguatinga;0.84;1;0;1;2;1
CASE-01011;Ceilândia;0.55;0;1;1;2;1
CASE-01012;Guará;0.90;0;0;0;0;0
CASE-01013;Guará;0.90;0;1;0;1;0
CASE-01014;Taguatinga;0.84;0;1;0;1;1
CASE-01015;Gama;0.76;0;0;0;0;0
CASE-01016;Samambaia;0.62;0;0;0;0;0
CASE-01017;Guará;0.90;0;0;0;0;0
CASE-01018;Gama;0.76;0;1;1;2;0
CASE-01019;Plano Piloto;0.97;0;0;0;0;0
