case_id;cnpj_sintetico;razao_social_sintetica;regiao_administrativa;endereco_declarado;endereco_referencia;status_declarado;status_referencia;valor_declarado;valor_referencia;tipo_cenario;evidencia_status;evidencia_endereco;evidencia_valor;severidade;ground_truth_inconsistencia
CASE-0431;SYN-CNPJ-000431;Empresa Sintética 0431;Samambaia;Setor Sintético F, Q12, L032, Samambaia, DF;Setor Sintético F, Q12, L032, Samambaia, DF;BAIXADA;BAIXADA;24776.57;17697.55;valor;0;0;1;media;1
CASE-0432;SYN-CNPJ-000432;Empresa Sintética 0432;Águas Claras;Setor Sintético A, Q13, L033, Águas Claras, DF;Setor Sintético A, Q13, L033, Águas Claras, DF;ATIVA;ATIVA;11159.45;17168.38;valor;0;0;1;media;1
CASE-0433;SYN-CNPJ-000433;Empresa Sintética 0433;Samambaia;Setor Sintético B, Q14, L034, Samambaia, DF;Setor Sintético B, Q14, L034, Samambaia, DF;BAIXADA;ATIVA;22972.5;22972.5;cadastral;1;0;0;media;1
CASE-0434;SYN-CNPJ-000434;Empresa Sintética 0434;Águas Claras;Setor Sintético C, Q15, L035, Águas Claras, DF;Setor Sintético C, Q15, L035, Águas Claras, DF;ATIVA;ATIVA;4531.16;4531.16;consistente;0;0;0;nenhuma;0
CASE-0435;SYN-CNPJ-000435;Empresa Sintética 0435;Sobradinho;Setor Sintético Divergente, Q11, L016, Sobradinho, DF;Setor Sintético D, Q16, L036, Sobradinho, DF;BAIXADA;ATIVA;24892.48;17167.23;multiplas;1;1;1;alta;1
CASE-0436;SYN-CNPJ-000436;Empresa Sintética 0436;Sobradinho;Setor Sintético E, Q17, L037, Sobradinho, DF;Setor Sintético E, Q17, L037, Sobradinho, DF;ATIVA;ATIVA;11609.09;11609.09;consistente;0;0;0;nenhuma;0
CASE-0437;SYN-CNPJ-000437;Empresa Sintética 0437;Sobradinho;Setor Sintético F, Q18, L038, Sobradinho, DF;Setor Sintético F, Q18, L038, Sobradinho, DF;BAIXADA;ATIVA;14190.53;14190.53;cadastral;1;0;0;media;1
CASE-0438;SYN-CNPJ-000438;Empresa Sintética 0438;Guará;Setor Sintético Divergente, Q14, L019, Guará, DF;Setor Sintético A, Q19, L039, Guará, DF;ATIVA;ATIVA;10200.74;10200.74;territorial;0;1;0;media;1
CASE-0439;SYN-CNPJ-000439;Empresa Sintética 0439;Águas Claras;Setor Sintético Divergente, Q15, L020, Águas Claras, DF;Setor Sintético B, Q20, L040, Águas Claras, DF;BAIXADA;ATIVA;2333.92;1609.6;multiplas;1;1;1;alta;1
CASE-0440;SYN-CNPJ-000440;Empresa Sintética 0440;Plano Piloto;Setor Sintético C, Q21, L041, Plano Piloto, DF;Setor Sintético C, Q21, L041, Plano Piloto, DF;ATIVA;ATIVA;34524.5;24660.36;valor;0;0;1;media;1
CASE-0441;SYN-CNPJ-000441;Empresa Sintética 0441;Gama;Setor Sintético D, Q22, L042, Gama, DF;Setor Sintético D, Q22, L042, Gama, DF;ATIVA;ATIVA;19339.82;19339.82;consistente;0;0;0;nenhuma;0
CASE-0442;SYN-CNPJ-000442;Empresa Sintética 0442;Gama;Setor Sintético E, Q23, L043, Gama, DF;Setor Sintético E, Q23, L043, Gama, DF;ATIVA;ATIVA;34754.99;24824.99;valor;0;0;1;media;1
CASE-0443;SYN-CNPJ-000443;Empresa Sintética 0443;Gama;Setor Sintético F, Q24, L044, Gama, DF;Setor Sintético F, Q24, L044, Gama, DF;ATIVA;BAIXADA;2466.12;2466.12;cadastral;1;0;0;media;1
CASE-0444;SYN-CNPJ-000444;Empresa Sintética 0444;Ceilândia;Setor Sintético A, Q25, L045, Ceilândia, DF;Setor Sintético A, Q25, L045, Ceilândia, DF;ATIVA;ATIVA;3406.08;3406.51;ambiguo;0;0;0;baixa;0
CASE-0445;SYN-CNPJ-000445;Empresa Sintética 0445;Águas Claras;Setor Sintético B, Q26, L046, Águas Claras, DF;Setor Sintético B, Q26, L046, Águas Claras, DF;ATIVA;ATIVA;19026.4;19026.4;consistente;0;0;0;nenhuma;0
CASE-0446;SYN-CNPJ-000446;Empresa Sintética 0446;Sobradinho;Setor Sintético C, Q27, L047, Sobradinho, DF;Setor Sintético C, Q27, L047, Sobradinho, DF;BAIXADA;BAIXADA;13531.36;13532.37;ambiguo;0;0;0;baixa;0
CASE-0447;SYN-CNPJ-000447;Empresa Sintética 0447;Guará;Setor Sintético D, Q28, L048, Guará, DF;Setor Sintético D, Q28, L048, Guará, DF;ATIVA;ATIVA;23466.55;23466.55;consistente;0;0;0;nenhuma;0
CASE-0448;SYN-CNPJ-000448;Empresa Sintética 0448;Taguatinga;Setor Sintético E, Q29, L049, Taguatinga, DF;Setor Sintético E, Q29, L049, Taguatinga, DF;ATIVA;ATIVA;28465.11;20332.22;valor;0;0;1;media;1
CASE-0449;SYN-CNPJ-000449;Empresa Sintética 0449;Plano Piloto;Setor Sintético Divergente, Q25, L030, Plano Piloto, DF;Setor Sintético F, Q30, L050, Plano Piloto, DF;ATIVA;ATIVA;5549.0;5549.0;territorial;0;1;0;media;1
CASE-0450;SYN-CNPJ-000450;Empresa Sintética 0450;Plano Piloto;Setor Sintético A, Q01, L051, Plano Piloto, DF;Setor Sintético A, Q01, L051, Plano Piloto, DF;BAIXADA;BAIXADA;15145.73;15145.73;consistente;0;0;0;nenhuma;0
CASE-0451;SYN-CNPJ-000451;Empresa Sintética 0451;Plano Piloto;Setor Sintético B, Q02, L052, Plano Piloto, DF;Setor Sintético B, Q02, L052, Plano Piloto, DF;ATIVA;ATIVA;26100.56;18643.26;valor;0;0;1;media;1
CASE-0452;SYN-CNPJ-000452;Empresa Sintética 0452;Águas Claras;Setor Sintético C, Q03, L053, Águas Claras, DF;Setor Sintético C, Q03, L053, Águas Claras, DF;BAIXADA;ATIVA;3933.32;3933.32;cadastral;1;0;0;media;1
CASE-0453;SYN-CNPJ-000453;Empresa Sintética 0453;Águas Claras;Setor Sintético D, Q04, L054, Águas Claras, DF;Setor Sintético D, Q04, L054, Águas Claras, DF;ATIVA;ATIVA;14649.4;14648.13;ambiguo;0;0;0;baixa;0
CASE-0454;SYN-CNPJ-000454;Empresa Sintética 0454;Ceilândia;Setor Sintético E, Q05, L055, Ceilândia, DF;Setor Sintético E, Q05, L055, Ceilândia, DF;ATIVA;ATIVA;10632.23;10632.23;consistente;0;0;0;nenhuma;0
CASE-0455;SYN-CNPJ-000455;Empresa Sintética 0455;Ceilândia;Setor Sintético F, Q06, L056, Ceilândia, DF;Setor Sintético F, Q06, L056, Ceilândia, DF;BAIXADA;BAIXADA;14118.34;14118.34;consistente;0;0;0;nenhuma;0
CASE-0456;SYN-CNPJ-000456;Empresa Sintética 0456;Samambaia;Setor Sintético A, Q07, L057, Samambaia, DF;Setor Sintético A, Q07, L057, Samambaia, DF;BAIXADA;BAIXADA;19752.21;19752.21;consistente;0;0;0;nenhuma;0
CASE-0457;SYN-CNPJ-000457;Empresa Sintética 0457;Gama;Setor Sintético B, Q08, L058, Gama, DF;Setor Sintético B, Q08, L058, Gama, DF;BAIXADA;BAIXADA;4155.83;4155.83;consistente;0;0;0;nenhuma;0
CASE-0458;SYN-CNPJ-000458;Empresa Sintética 0458;Sobradinho;Setor Sintético C, Q09, L059, Sobradinho, DF;Setor Sintético C, Q09, L059, Sobradinho, DF;ATIVA;ATIVA;21308.85;21308.85;consistente;0;0;0;nenhuma;0
CASE-0459;SYN-CNPJ-000459;Empresa Sintética 0459;Ceilândia;Setor Sintético D, Q10, L060, Ceilândia, DF;Setor Sintético D, Q10, L060, Ceilândia, DF;BAIXADA;BAIXADA;22911.16;22911.16;consistente;0;0;0;nenhuma;0
CASE-0460;SYN-CNPJ-000460;Empresa Sintética 0460;Gama;Setor Sintético Divergente, Q11, L041, Gama, DF;Setor Sintético E, Q11, L061, Gama, DF;ATIVA;ATIVA;10016.27;10016.27;territorial;0;1;0;media;1
CASE-0461;SYN-CNPJ-000461;Empresa Sintética 0461;Samambaia;Setor Sintético F, Q12, L062, Samambaia, DF;Setor Sintético F, Q12, L062, Samambaia, DF;ATIVA;ATIVA;23094.54;23094.54;consistente;0;0;0;nenhuma;0
CASE-0462;SYN-CNPJ-000462;Empresa Sintética 0462;Taguatinga;Setor Sintético Divergente, Q13, L043, Taguatinga, DF;Setor Sintético A, Q13, L063, Taguatinga, DF;BAIXADA;ATIVA;2555.84;1762.65;multiplas;1;1;1;alta;1
CASE-0463;SYN-CNPJ-000463;Empresa Sintética 0463;Plano Piloto;Setor Sintético Divergente, Q14, L044, Plano Piloto, DF;Setor Sintético B, Q14, L064, Plano Piloto, DF;ATIVA;ATIVA;5110.0;5110.0;territorial;0;1;0;media;1
CASE-0464;SYN-CNPJ-000464;Empresa Sintética 0464;Águas Claras;Setor Sintético C, Q15, L065, Águas Claras, DF;Setor Sintético C, Q15, L065, Águas Claras, DF;BAIXADA;BAIXADA;7022.22;5617.78;valor;0;0;1;media;1
CASE-0465;SYN-CNPJ-000465;Empresa Sintética 0465;Plano Piloto;Setor Sintético D, Q16, L066, Plano Piloto, DF;Setor Sintético D, Q16, L066, Plano Piloto, DF;ATIVA;ATIVA;23460.41;23460.41;consistente;0;0;0;nenhuma;0
CASE-0466;SYN-CNPJ-000466;Empresa Sintética 0466;Taguatinga;Setor Sintético E, Q17, L067, Taguatinga, DF;Setor Sintético E, Q17, L067, Taguatinga, DF;BAIXADA;BAIXADA;22904.63;22903.81;ambiguo;0;0;0;baixa;0
CASE-0467;SYN-CNPJ-000467;Empresa Sintética 0467;Águas Claras;Setor Sintético F, Q18, L068, Águas Claras, DF;Setor Sintético F, Q18, L068, Águas Claras, DF;ATIVA;ATIVA;19500.09;19500.09;consistente;0;0;0;nenhuma;0
CASE-0468;SYN-CNPJ-000468;Empresa Sintética 0468;Samambaia;Setor Sintético A, Q19, L069, Samambaia, DF;Setor Sintético A, Q19, L069, Samambaia, DF;ATIVA;ATIVA;6908.26;6908.26;consistente;0;0;0;nenhuma;0
CASE-0469;SYN-CNPJ-000469;Empresa Sintética 0469;Sobradinho;Setor Sintético B, Q20, L070, Sobradinho, DF;Setor Sintético B, Q20, L070, Sobradinho, DF;ATIVA;BAIXADA;2915.9;2915.9;cadastral;1;0;0;media;1
CASE-0470;SYN-CNPJ-000470;Empresa Sintética 0470;Sobradinho;Set. Sintético C, Q21, L071, Sobradinho, DF;Setor Sintético C, Q21, L071, Sobradinho, DF;ATIVA;ATIVA;22900.76;22901.1;ambiguo;0;0;0;baixa;0
CASE-0471;SYN-CNPJ-000471;Empresa Sintética 0471;Águas Claras;Setor Sintético Divergente, Q22, L052, Águas Claras, DF;Setor Sintético D, Q22, L072, Águas Claras, DF;ATIVA;ATIVA;897.39;897.39;territorial;0;1;0;media;1
CASE-0472;SYN-CNPJ-000472;Empresa Sintética 0472;Gama;Setor Sintético Divergente, Q23, L053, Gama, DF;Setor Sintético E, Q23, L073, Gama, DF;ATIVA;ATIVA;4234.08;4234.08;territorial;0;1;0;media;1
CASE-0473;SYN-CNPJ-000473;Empresa Sintética 0473;Gama;Setor Sintético F, Q24, L074, Gama, DF;Setor Sintético F, Q24, L074, Gama, DF;ATIVA;ATIVA;12732.89;12732.89;consistente;0;0;0;nenhuma;0
CASE-0474;SYN-CNPJ-000474;Empresa Sintética 0474;Samambaia;Setor Sintético Divergente, Q25, L055, Samambaia, DF;Setor Sintético A, Q25, L075, Samambaia, DF;ATIVA;ATIVA;19202.34;19202.34;territorial;0;1;0;media;1
CASE-0475;SYN-CNPJ-000475;Empresa Sintética 0475;Sobradinho;Setor Sintético B, Q26, L076, Sobradinho, DF;Setor Sintético B, Q26, L076, Sobradinho, DF;ATIVA;BAIXADA;4621.72;4621.72;cadastral;1;0;0;media;1
CASE-0476;SYN-CNPJ-000476;Empresa Sintética 0476;Ceilândia;Setor Sintético C, Q27, L077, Ceilândia, DF;Setor Sintético C, Q27, L077, Ceilândia, DF;ATIVA;ATIVA;25406.75;18147.68;valor;0;0;1;media;1
CASE-0477;SYN-CNPJ-000477;Empresa Sintética 0477;Plano Piloto;Setor Sintético D, Q28, L078, Plano Piloto, DF;Setor Sintético D, Q28, L078, Plano Piloto, DF;ATIVA;ATIVA;21057.18;21057.18;consistente;0;0;0;nenhuma;0
CASE-0478;SYN-CNPJ-000478;Empresa Sintética 0478;Plano Piloto;Setor Sintético E, Q29, L079, Plano Piloto, DF;Setor Sintético E, Q29, L079, Plano Piloto, DF;ATIVA;ATIVA;10603.61;10603.61;consistente;0;0;0;nenhuma;0
CASE-0479;SYN-CNPJ-000479;Empresa Sintética 0479;Águas Claras;Setor Sintético Divergente, Q05, L060, Águas Claras, DF;Setor Sintético F, Q30, L080, Águas Claras, DF;BAIXADA;ATIVA;10695.39;17825.65;multiplas;1;1;1;alta;1
CASE-0480;SYN-CNPJ-000480;Empresa Sintética 0480;Sobradinho;Setor Sintético A, Q01, L001, Sobradinho, DF;Setor Sintético A, Q01, L001, Sobradinho, DF;ATIVA;ATIVA;1981.03;1981.03;consistente;0;0;0;nenhuma;0
CASE-0481;SYN-CNPJ-000481;Empresa Sintética 0481;Sobradinho;Setor Sintético Divergente, Q07, L062, Sobradinho, DF;Setor Sintético B, Q02, L002, Sobradinho, DF;BAIXADA;BAIXADA;885.43;885.43;territorial;0;1;0;media;1
CASE-0482;SYN-CNPJ-000482;Empresa Sintética 0482;Gama;Setor Sintético C, Q03, L003, Gama, DF;Setor Sintético C, Q03, L003, Gama, DF;BAIXADA;ATIVA;909.79;909.79;cadastral;1;0;0;media;1
CASE-0483;SYN-CNPJ-000483;Empresa Sintética 0483;Guará;Setor Sintético D, Q04, L004, Guará, DF;Setor Sintético D, Q04, L004, Guará, DF;ATIVA;ATIVA;17926.01;12804.29;valor;0;0;1;media;1
CASE-0484;SYN-CNPJ-000484;Empresa Sintética 0484;Ceilândia;Setor Sintético Divergente, Q10, L065, Ceilândia, DF;Setor Sintético E, Q05, L005, Ceilândia, DF;BAIXADA;ATIVA;13795.32;22992.2;multiplas;1;1;1;alta;1
CASE-0485;SYN-CNPJ-000485;Empresa Sintética 0485;Guará;Setor Sintético F, Q06, L006, Guará, DF;Setor Sintético F, Q06, L006, Guará, DF;ATIVA;ATIVA;7049.46;7049.46;consistente;0;0;0;nenhuma;0
CASE-0486;SYN-CNPJ-000486;Empresa Sintética 0486;Samambaia;Setor Sintético A, Q07, L007, Samambaia, DF;Setor Sintético A, Q07, L007, Samambaia, DF;BAIXADA;BAIXADA;11745.44;11745.44;consistente;0;0;0;nenhuma;0
CASE-0487;SYN-CNPJ-000487;Empresa Sintética 0487;Águas Claras;Setor Sintético B, Q08, L008, Águas Claras, DF;Setor Sintético B, Q08, L008, Águas Claras, DF;ATIVA;ATIVA;17259.02;17259.02;consistente;0;0;0;nenhuma;0
CASE-0488;SYN-CNPJ-000488;Empresa Sintética 0488;Plano Piloto;Setor Sintético Divergente, Q14, L069, Plano Piloto, DF;Setor Sintético C, Q09, L009, Plano Piloto, DF;BAIXADA;ATIVA;15122.51;10429.32;multiplas;1;1;1;alta;1
CASE-0489;SYN-CNPJ-000489;Empresa Sintética 0489;Plano Piloto;Setor Sintético Divergente, Q15, L070, Plano Piloto, DF;Setor Sintético D, Q10, L010, Plano Piloto, DF;ATIVA;ATIVA;17719.71;17719.71;territorial;0;1;0;media;1
CASE-0490;SYN-CNPJ-000490;Empresa Sintética 0490;Gama;Setor Sintético E, Q11, L011, Gama, DF;Setor Sintético E, Q11, L011, Gama, DF;ATIVA;ATIVA;14363.49;14363.49;consistente;0;0;0;nenhuma;0
CASE-0491;SYN-CNPJ-000491;Empresa Sintética 0491;Taguatinga;Setor Sintético Divergente, Q17, L002, Taguatinga, DF;Setor Sintético F, Q12, L012, Taguatinga, DF;BAIXADA;ATIVA;8887.46;6129.28;multiplas;1;1;1;alta;1
CASE-0492;SYN-CNPJ-000492;Empresa Sintética 0492;Taguatinga;Setor Sintético A, Q13, L013, Taguatinga, DF;Setor Sintético A, Q13, L013, Taguatinga, DF;ATIVA;ATIVA;22533.14;22533.14;consistente;0;0;0;nenhuma;0
CASE-0493;SYN-CNPJ-000493;Empresa Sintética 0493;Plano Piloto;Setor Sintético Divergente, Q19, L004, Plano Piloto, DF;Setor Sintético B, Q14, L014, Plano Piloto, DF;ATIVA;ATIVA;23254.78;23254.78;territorial;0;1;0;media;1
CASE-0494;SYN-CNPJ-000494;Empresa Sintética 0494;Águas Claras;Setor Sintético C, Q15, L015, Águas Claras, DF;Setor Sintético C, Q15, L015, Águas Claras, DF;ATIVA;ATIVA;18930.23;18930.23;consistente;0;0;0;nenhuma;0
CASE-0495;SYN-CNPJ-000495;Empresa Sintética 0495;Gama;Setor Sintético D, Q16, L016, Gama, DF;Setor Sintético D, Q16, L016, Gama, DF;ATIVA;ATIVA;5874.21;7832.28;valor;0;0;1;media;1
CASE-0496;SYN-CNPJ-000496;Empresa Sintética 0496;Gama;Setor Sintético Divergente, Q22, L007, Gama, DF;Setor Sintético E, Q17, L017, Gama, DF;ATIVA;ATIVA;9904.23;9904.23;territorial;0;1;0;media;1
CASE-0497;SYN-CNPJ-000497;Empresa Sintética 0497;Taguatinga;Setor Sintético F, Q18, L018, Taguatinga, DF;Setor Sintético F, Q18, L018, Taguatinga, DF;ATIVA;ATIVA;2541.78;1815.56;valor;0;0;1;media;1
CASE-0498;SYN-CNPJ-000498;Empresa Sintética 0498;Taguatinga;Setor Sintético A, Q19, L019, Taguatinga, DF;Setor Sintético A, Q19, L019, Taguatinga, DF;ATIVA;ATIVA;15326.63;15326.63;consistente;0;0;0;nenhuma;0
CASE-0499;SYN-CNPJ-000499;Empresa Sintética 0499;Gama;Setor Sintético Divergente, Q25, L010, Gama, DF;Setor Sintético B, Q20, L020, Gama, DF;ATIVA;ATIVA;1225.83;1225.83;territorial;0;1;0;media;1
CASE-0500;SYN-CNPJ-000500;Empresa Sintética 0500;Sobradinho;Setor Sintético C, Q21, L021, Sobradinho, DF;Setor Sintético C, Q21, L021, Sobradinho, DF;BAIXADA;BAIXADA;6089.39;6089.39;consistente;0;0;0;nenhuma;0
